DATA_INICIAL,DATA_FINAL,REGIAO,ESTADO,PRODUTO,NUM_POSTOS,UNIDADE,PRECO_MEDIO,DESVIO_PADRAO,PRECO_MINIMO,PRECO_MAXIMO,MARGEM_MEDIA,COEF_VARIACAO,PRECO_MEDIO_DIST,DESVIO_PADRAO_DIST,PRECO_MIN_DIST,PRECO_MAX_DIST,COEF_VAR_DIST
2023-04-23,2023-04-29,NORTE,RONDONIA,OLEO DIESEL S10,47,R$/l,6.34,0.323,5.89,7.27,-,0.051,-,-,-,-,-
2023-04-23,2023-04-29,NORTE,RORAIMA,OLEO DIESEL S10,17,R$/l,6.99,0.036,6.97,7.13,-,0.005,-,-,-,-,-
2023-04-23,2023-04-29,SUL,SANTA CATARINA,OLEO DIESEL S10,132,R$/l,5.8,0.277,5.29,6.79,-,0.048,-,-,-,-,-
2023-04-23,2023-04-29,SUDESTE,SAO PAULO,OLEO DIESEL S10,810,R$/l,5.77,0.407,4.99,8.49,-,0.07,-,-,-,-,-
2023-04-23,2023-04-29,NORDESTE,SERGIPE,OLEO DIESEL S10,15,R$/l,5.79,0.342,5.46,6.29,-,0.059,-,-,-,-,-
2023-04-23,2023-04-29,NORTE,TOCANTINS,OLEO DIESEL S10,33,R$/l,5.58,0.259,5.1,6.39,-,0.046,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,ACRE,ETANOL HIDRATADO,2,R$/l,4.61,0.636,4.59,5.49,-,0.138,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,ALAGOAS,ETANOL HIDRATADO,44,R$/l,4.3,0.422,4.05,6.5,-,0.098,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,AMAPA,ETANOL HIDRATADO,1,R$/l,5.34,0.0,5.34,5.34,-,0.0,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,AMAZONAS,ETANOL HIDRATADO,41,R$/l,4.89,0.147,4.35,4.99,-,0.03,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,BAHIA,ETANOL HIDRATADO,213,R$/l,4.47,0.227,3.92,5.59,-,0.051,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,CEARA,ETANOL HIDRATADO,129,R$/l,4.65,0.233,4.29,5.69,-,0.05,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,DISTRITO FEDERAL,ETANOL HIDRATADO,48,R$/l,4.09,0.144,3.85,4.39,-,0.035,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,ESPIRITO SANTO,ETANOL HIDRATADO,70,R$/l,4.59,0.248,4.09,5.09,-,0.054,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,GOIAS,ETANOL HIDRATADO,181,R$/l,4.23,0.231,3.79,5.6,-,0.055,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,MARANHAO,ETANOL HIDRATADO,50,R$/l,4.63,0.209,4.35,5.25,-,0.045,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,MATO GROSSO,ETANOL HIDRATADO,51,R$/l,3.81,0.099,3.63,4.19,-,0.026,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,MATO GROSSO DO SUL,ETANOL HIDRATADO,50,R$/l,4.14,0.246,3.78,4.87,-,0.059,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,MINAS GERAIS,ETANOL HIDRATADO,517,R$/l,4.14,0.198,3.69,4.99,-,0.048,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,PARA,ETANOL HIDRATADO,37,R$/l,4.7,0.403,4.18,5.67,-,0.086,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PARAIBA,ETANOL HIDRATADO,54,R$/l,3.99,0.12,3.89,4.39,-,0.03,-,-,-,-,-
2023-04-30,2023-05-06,SUL,PARANA,ETANOL HIDRATADO,307,R$/l,4.37,0.313,3.57,4.95,-,0.071,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PERNAMBUCO,ETANOL HIDRATADO,141,R$/l,4.12,0.198,3.66,5.39,-,0.048,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PIAUI,ETANOL HIDRATADO,44,R$/l,4.41,0.232,4.07,4.95,-,0.053,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,RIO DE JANEIRO,ETANOL HIDRATADO,320,R$/l,4.65,0.293,4.09,5.52,-,0.063,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,RIO GRANDE DO NORTE,ETANOL HIDRATADO,45,R$/l,4.5,0.224,4.0,4.89,-,0.05,-,-,-,-,-
2023-04-30,2023-05-06,SUL,RIO GRANDE DO SUL,ETANOL HIDRATADO,123,R$/l,4.89,0.435,4.19,6.29,-,0.089,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,RONDONIA,ETANOL HIDRATADO,24,R$/l,4.9,0.329,4.35,6.17,-,0.067,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,RORAIMA,ETANOL HIDRATADO,5,R$/l,4.98,0.235,4.79,5.39,-,0.047,-,-,-,-,-
2023-04-30,2023-05-06,SUL,SANTA CATARINA,ETANOL HIDRATADO,106,R$/l,4.76,0.295,4.19,5.89,-,0.062,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,SAO PAULO,ETANOL HIDRATADO,1246,R$/l,4.05,0.253,2.99,4.99,-,0.062,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,SERGIPE,ETANOL HIDRATADO,28,R$/l,4.29,0.126,3.99,4.49,-,0.029,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,TOCANTINS,ETANOL HIDRATADO,38,R$/l,4.66,0.187,4.24,5.12,-,0.04,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,ACRE,GASOLINA ADITIVADA,4,R$/l,6.09,0.466,5.99,6.97,-,0.076,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,ALAGOAS,GASOLINA ADITIVADA,34,R$/l,5.9,0.361,5.65,7.04,-,0.061,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,AMAPA,GASOLINA ADITIVADA,6,R$/l,5.42,0.122,5.29,5.62,-,0.022,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,AMAZONAS,GASOLINA ADITIVADA,44,R$/l,6.61,0.297,5.85,7.33,-,0.045,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,BAHIA,GASOLINA ADITIVADA,165,R$/l,5.8,0.282,5.3,6.79,-,0.049,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,CEARA,GASOLINA ADITIVADA,120,R$/l,6.06,0.151,5.61,6.37,-,0.025,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA ADITIVADA,45,R$/l,5.71,0.171,5.35,6.09,-,0.03,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,ESPIRITO SANTO,GASOLINA ADITIVADA,91,R$/l,5.69,0.313,5.15,6.56,-,0.055,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,GOIAS,GASOLINA ADITIVADA,99,R$/l,5.69,0.206,5.09,6.22,-,0.036,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,MARANHAO,GASOLINA ADITIVADA,58,R$/l,5.44,0.29,5.14,6.39,-,0.053,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,MATO GROSSO,GASOLINA ADITIVADA,32,R$/l,5.6,0.223,5.27,6.09,-,0.04,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA ADITIVADA,38,R$/l,5.46,0.415,4.88,6.35,-,0.076,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,MINAS GERAIS,GASOLINA ADITIVADA,314,R$/l,5.58,0.23,5.09,6.25,-,0.041,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,PARA,GASOLINA ADITIVADA,76,R$/l,5.81,0.379,5.25,6.67,-,0.065,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PARAIBA,GASOLINA ADITIVADA,41,R$/l,5.43,0.119,5.18,5.79,-,0.022,-,-,-,-,-
2023-04-30,2023-05-06,SUL,PARANA,GASOLINA ADITIVADA,233,R$/l,5.79,0.327,4.87,6.29,-,0.056,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PERNAMBUCO,GASOLINA ADITIVADA,102,R$/l,5.46,0.318,4.8,6.39,-,0.058,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PIAUI,GASOLINA ADITIVADA,45,R$/l,5.78,0.192,5.45,6.19,-,0.033,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,RIO DE JANEIRO,GASOLINA ADITIVADA,291,R$/l,5.8,0.305,5.28,6.58,-,0.053,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,RIO GRANDE DO NORTE,GASOLINA ADITIVADA,45,R$/l,5.74,0.206,5.35,6.09,-,0.036,-,-,-,-,-
2023-04-30,2023-05-06,SUL,RIO GRANDE DO SUL,GASOLINA ADITIVADA,340,R$/l,5.55,0.313,4.89,6.59,-,0.056,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,RONDONIA,GASOLINA ADITIVADA,49,R$/l,6.05,0.151,5.72,6.35,-,0.025,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,RORAIMA,GASOLINA ADITIVADA,15,R$/l,6.16,0.033,6.09,6.23,-,0.005,-,-,-,-,-
2023-04-30,2023-05-06,SUL,SANTA CATARINA,GASOLINA ADITIVADA,168,R$/l,5.76,0.251,5.09,6.28,-,0.044,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,SAO PAULO,GASOLINA ADITIVADA,990,R$/l,5.65,0.419,4.76,7.99,-,0.074,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,SERGIPE,GASOLINA ADITIVADA,31,R$/l,5.4,0.105,5.24,5.65,-,0.019,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,TOCANTINS,GASOLINA ADITIVADA,35,R$/l,5.94,0.21,5.45,6.29,-,0.035,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,ACRE,GASOLINA COMUM,4,R$/l,6.13,0.49,5.99,6.97,-,0.08,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,ALAGOAS,GASOLINA COMUM,48,R$/l,5.67,0.426,4.29,6.64,-,0.075,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,AMAPA,GASOLINA COMUM,22,R$/l,5.15,0.159,5.02,5.69,-,0.031,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,AMAZONAS,GASOLINA COMUM,63,R$/l,6.58,0.328,5.84,7.35,-,0.05,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,BAHIA,GASOLINA COMUM,215,R$/l,5.7,0.231,5.25,6.59,-,0.04,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,CEARA,GASOLINA COMUM,143,R$/l,5.92,0.121,5.52,6.05,-,0.02,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,DISTRITO FEDERAL,GASOLINA COMUM,50,R$/l,5.57,0.144,5.25,5.86,-,0.026,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,ESPIRITO SANTO,GASOLINA COMUM,106,R$/l,5.51,0.379,4.34,6.29,-,0.069,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,GOIAS,GASOLINA COMUM,181,R$/l,5.58,0.196,4.95,5.89,-,0.035,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,MARANHAO,GASOLINA COMUM,80,R$/l,5.32,0.284,4.85,6.15,-,0.053,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,MATO GROSSO,GASOLINA COMUM,52,R$/l,5.54,0.173,5.13,5.99,-,0.031,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,MATO GROSSO DO SUL,GASOLINA COMUM,59,R$/l,5.22,0.41,4.79,6.25,-,0.078,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,MINAS GERAIS,GASOLINA COMUM,519,R$/l,5.37,0.21,4.18,5.99,-,0.039,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,PARA,GASOLINA COMUM,119,R$/l,5.46,0.433,4.99,6.57,-,0.079,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PARAIBA,GASOLINA COMUM,60,R$/l,5.24,0.122,5.15,5.78,-,0.023,-,-,-,-,-
2023-04-30,2023-05-06,SUL,PARANA,GASOLINA COMUM,304,R$/l,5.65,0.27,4.87,5.99,-,0.048,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PERNAMBUCO,GASOLINA COMUM,158,R$/l,5.28,0.29,4.62,6.2,-,0.055,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PIAUI,GASOLINA COMUM,52,R$/l,5.56,0.146,5.35,6.23,-,0.026,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,RIO DE JANEIRO,GASOLINA COMUM,330,R$/l,5.64,0.291,5.19,6.39,-,0.052,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,RIO GRANDE DO NORTE,GASOLINA COMUM,49,R$/l,5.7,0.181,5.35,5.99,-,0.032,-,-,-,-,-
2023-04-30,2023-05-06,SUL,RIO GRANDE DO SUL,GASOLINA COMUM,320,R$/l,5.37,0.261,4.89,6.09,-,0.049,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,RONDONIA,GASOLINA COMUM,61,R$/l,6.0,0.127,5.74,6.2,-,0.021,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,RORAIMA,GASOLINA COMUM,17,R$/l,6.08,0.002,6.08,6.09,-,0.0,-,-,-,-,-
2023-04-30,2023-05-06,SUL,SANTA CATARINA,GASOLINA COMUM,184,R$/l,5.66,0.25,4.89,6.09,-,0.044,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,SAO PAULO,GASOLINA COMUM,1254,R$/l,5.37,0.366,4.09,7.19,-,0.068,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,SERGIPE,GASOLINA COMUM,40,R$/l,5.29,0.056,5.23,5.39,-,0.011,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,TOCANTINS,GASOLINA COMUM,46,R$/l,5.83,0.216,5.37,6.19,-,0.037,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,ACRE,GLP,20,R$/13kg,120.2,6.963,110.0,135.0,-,0.058,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,ALAGOAS,GLP,41,R$/13kg,100.87,6.168,90.0,115.0,-,0.061,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,AMAPA,GLP,23,R$/13kg,118.72,7.404,105.0,128.0,-,0.062,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,AMAZONAS,GLP,106,R$/13kg,124.75,7.622,100.5,146.0,-,0.061,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,BAHIA,GLP,147,R$/13kg,111.58,11.602,90.0,144.0,-,0.104,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,CEARA,GLP,99,R$/13kg,109.14,6.011,95.0,123.0,-,0.055,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,DISTRITO FEDERAL,GLP,52,R$/13kg,101.39,4.925,94.99,119.99,-,0.049,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,ESPIRITO SANTO,GLP,104,R$/13kg,101.53,7.018,89.9,120.0,-,0.069,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,GOIAS,GLP,205,R$/13kg,111.56,8.591,89.99,135.0,-,0.077,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,MARANHAO,GLP,76,R$/13kg,103.67,10.036,90.0,130.0,-,0.097,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,MATO GROSSO,GLP,84,R$/13kg,125.03,13.025,99.99,150.0,-,0.104,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,MATO GROSSO DO SUL,GLP,49,R$/13kg,105.34,9.99,93.0,138.0,-,0.095,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,MINAS GERAIS,GLP,483,R$/13kg,111.08,10.304,87.99,149.0,-,0.093,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,PARA,GLP,131,R$/13kg,114.08,11.586,89.99,144.0,-,0.102,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PARAIBA,GLP,68,R$/13kg,110.79,6.68,89.99,120.0,-,0.06,-,-,-,-,-
2023-04-30,2023-05-06,SUL,PARANA,GLP,330,R$/13kg,106.42,10.284,79.9,130.0,-,0.097,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PERNAMBUCO,GLP,132,R$/13kg,99.33,8.8,84.99,122.0,-,0.089,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PIAUI,GLP,55,R$/13kg,109.88,7.862,80.0,128.0,-,0.072,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,RIO DE JANEIRO,GLP,218,R$/13kg,96.06,9.518,78.0,125.9,-,0.099,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,RIO GRANDE DO NORTE,GLP,45,R$/13kg,110.67,7.666,95.0,135.0,-,0.069,-,-,-,-,-
2023-04-30,2023-05-06,SUL,RIO GRANDE DO SUL,GLP,281,R$/13kg,108.78,9.423,87.0,140.0,-,0.087,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,RONDONIA,GLP,65,R$/13kg,125.09,9.93,105.0,143.0,-,0.079,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,RORAIMA,GLP,29,R$/13kg,129.63,6.163,119.99,140.0,-,0.048,-,-,-,-,-
2023-04-30,2023-05-06,SUL,SANTA CATARINA,GLP,117,R$/13kg,122.59,8.835,99.99,155.0,-,0.072,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,SAO PAULO,GLP,939,R$/13kg,106.38,9.043,79.99,139.9,-,0.085,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,SERGIPE,GLP,36,R$/13kg,105.63,8.418,94.9,128.0,-,0.08,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,TOCANTINS,GLP,52,R$/13kg,123.02,4.65,108.99,135.0,-,0.038,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,ALAGOAS,GNV,8,R$/m³,4.68,0.035,4.59,4.69,-,0.007,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,AMAZONAS,GNV,1,R$/m³,4.19,0.0,4.19,4.19,-,0.0,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,BAHIA,GNV,13,R$/m³,4.09,0.464,3.99,5.77,-,0.113,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,CEARA,GNV,9,R$/m³,4.49,0.14,4.29,4.69,-,0.031,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,ESPIRITO SANTO,GNV,16,R$/m³,4.89,0.123,4.78,5.27,-,0.025,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,MATO GROSSO,GNV,1,R$/m³,3.54,0.0,3.54,3.54,-,0.0,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,MINAS GERAIS,GNV,16,R$/m³,4.56,0.196,4.51,5.09,-,0.043,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PARAIBA,GNV,9,R$/m³,4.31,0.658,4.24,6.25,-,0.153,-,-,-,-,-
2023-04-30,2023-05-06,SUL,PARANA,GNV,8,R$/m³,5.49,0.053,5.39,5.59,-,0.01,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PERNAMBUCO,GNV,17,R$/m³,3.15,0.0,3.15,3.15,-,0.0,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,RIO DE JANEIRO,GNV,125,R$/m³,4.36,0.531,3.99,6.59,-,0.122,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,RIO GRANDE DO NORTE,GNV,12,R$/m³,4.44,0.453,4.32,5.95,-,0.102,-,-,-,-,-
2023-04-30,2023-05-06,SUL,RIO GRANDE DO SUL,GNV,25,R$/m³,5.24,0.302,4.89,6.22,-,0.058,-,-,-,-,-
2023-04-30,2023-05-06,SUL,SANTA CATARINA,GNV,25,R$/m³,5.52,0.174,5.12,5.79,-,0.031,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,SAO PAULO,GNV,61,R$/m³,4.47,0.366,3.95,5.29,-,0.082,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,SERGIPE,GNV,4,R$/m³,4.75,0.045,4.68,4.77,-,0.009,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,ACRE,OLEO DIESEL,3,R$/l,7.3,0.465,6.69,7.54,-,0.064,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,ALAGOAS,OLEO DIESEL,21,R$/l,6.18,0.601,5.79,7.67,-,0.097,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,AMAPA,OLEO DIESEL,9,R$/l,5.87,0.361,5.41,6.59,-,0.061,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,AMAZONAS,OLEO DIESEL,30,R$/l,6.06,0.5,5.95,7.35,-,0.082,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,BAHIA,OLEO DIESEL,127,R$/l,5.46,0.366,4.94,6.9,-,0.067,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,CEARA,OLEO DIESEL,22,R$/l,5.86,0.226,5.57,6.2,-,0.039,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,DISTRITO FEDERAL,OLEO DIESEL,21,R$/l,5.64,0.153,5.38,5.89,-,0.027,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,ESPIRITO SANTO,OLEO DIESEL,50,R$/l,5.53,0.213,5.29,6.19,-,0.039,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,GOIAS,OLEO DIESEL,107,R$/l,5.53,0.257,5.05,6.39,-,0.046,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,MARANHAO,OLEO DIESEL,44,R$/l,5.25,0.321,4.98,6.25,-,0.061,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,MATO GROSSO,OLEO DIESEL,28,R$/l,6.04,0.367,5.29,6.55,-,0.061,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,MATO GROSSO DO SUL,OLEO DIESEL,36,R$/l,5.55,0.367,5.19,6.58,-,0.066,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,MINAS GERAIS,OLEO DIESEL,258,R$/l,5.59,0.256,5.09,6.45,-,0.046,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,PARA,OLEO DIESEL,59,R$/l,6.27,0.47,5.5,7.69,-,0.075,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PARAIBA,OLEO DIESEL,27,R$/l,5.48,0.293,5.15,6.39,-,0.053,-,-,-,-,-
2023-04-30,2023-05-06,SUL,PARANA,OLEO DIESEL,156,R$/l,5.39,0.317,4.89,6.89,-,0.059,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PERNAMBUCO,OLEO DIESEL,3,R$/l,5.44,0.105,5.28,5.49,-,0.019,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PIAUI,OLEO DIESEL,29,R$/l,5.82,0.24,5.45,6.59,-,0.041,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,RIO DE JANEIRO,OLEO DIESEL,134,R$/l,5.68,0.325,5.09,6.74,-,0.057,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,RIO GRANDE DO NORTE,OLEO DIESEL,26,R$/l,5.81,0.317,5.28,6.59,-,0.055,-,-,-,-,-
2023-04-30,2023-05-06,SUL,RIO GRANDE DO SUL,OLEO DIESEL,220,R$/l,5.64,0.372,4.97,7.19,-,0.066,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,RONDONIA,OLEO DIESEL,53,R$/l,6.24,0.344,5.37,6.98,-,0.055,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,RORAIMA,OLEO DIESEL,10,R$/l,6.94,0.008,6.93,6.96,-,0.001,-,-,-,-,-
2023-04-30,2023-05-06,SUL,SANTA CATARINA,OLEO DIESEL,68,R$/l,5.63,0.233,5.15,6.25,-,0.041,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,SAO PAULO,OLEO DIESEL,513,R$/l,5.59,0.386,4.87,7.25,-,0.069,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,SERGIPE,OLEO DIESEL,16,R$/l,5.09,0.096,4.98,5.27,-,0.019,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,TOCANTINS,OLEO DIESEL,31,R$/l,5.49,0.242,5.09,5.89,-,0.044,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,ACRE,OLEO DIESEL S10,3,R$/l,6.91,0.431,6.79,7.56,-,0.062,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,ALAGOAS,OLEO DIESEL S10,29,R$/l,6.03,0.483,5.79,7.19,-,0.08,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,AMAPA,OLEO DIESEL S10,11,R$/l,6.12,0.371,5.77,7.01,-,0.061,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,AMAZONAS,OLEO DIESEL S10,47,R$/l,6.15,0.696,5.95,8.38,-,0.113,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,BAHIA,OLEO DIESEL S10,174,R$/l,5.59,0.424,5.02,6.99,-,0.076,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,CEARA,OLEO DIESEL S10,124,R$/l,5.77,0.379,5.15,6.79,-,0.066,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,DISTRITO FEDERAL,OLEO DIESEL S10,22,R$/l,5.77,0.154,5.49,6.04,-,0.027,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,ESPIRITO SANTO,OLEO DIESEL S10,76,R$/l,5.65,0.284,5.35,6.99,-,0.05,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,GOIAS,OLEO DIESEL S10,124,R$/l,5.66,0.262,5.1,6.49,-,0.046,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,MARANHAO,OLEO DIESEL S10,77,R$/l,5.53,0.264,5.09,6.3,-,0.048,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,MATO GROSSO,OLEO DIESEL S10,39,R$/l,6.1,0.36,5.35,6.65,-,0.059,-,-,-,-,-
2023-04-30,2023-05-06,CENTRO OESTE,MATO GROSSO DO SUL,OLEO DIESEL S10,38,R$/l,5.65,0.337,5.19,6.68,-,0.06,-,-,-,-,-
2023-04-30,2023-05-06,SUDESTE,MINAS GERAIS,OLEO DIESEL S10,385,R$/l,5.69,0.271,5.07,6.99,-,0.048,-,-,-,-,-
2023-04-30,2023-05-06,NORTE,PARA,OLEO DIESEL S10,88,R$/l,6.1,0.521,5.38,7.79,-,0.085,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PARAIBA,OLEO DIESEL S10,37,R$/l,5.6,0.201,5.29,6.07,-,0.036,-,-,-,-,-
2023-04-30,2023-05-06,SUL,PARANA,OLEO DIESEL S10,217,R$/l,5.53,0.37,4.95,7.09,-,0.067,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PERNAMBUCO,OLEO DIESEL S10,141,R$/l,5.27,0.231,4.88,6.3,-,0.044,-,-,-,-,-
2023-04-30,2023-05-06,NORDESTE,PIAUI,OLEO DIESEL S10,48,R$/l,5.87,0.28,5.49,6.75,-,0.048,-,-,-,-,-
